record_number,name,birth_year,death_year,details,active_date,title,technique,medium
b13582239,"Von der Lancken, Frank",1872,1950,None,,My Mother.,painting,None
b12110140,"Vonnoh, Robert William",1858,1933,None,,Louise Elkins (Mrs. Wharton Sinkler).,painting,oil on canvas.
b11885105,"Vonnoh, Robert William",1858,1933,None,,John T. Morris.,painting,oil on canvas.
b11885129,"Vonnoh, Robert William",1858,1933,None,,Pemberton S. Hutchinson.,painting,oil on canvas.
b11878757,"Vonnoh, Robert William",1858,1933,None,,Henry W. Biddle.,painting,oil on canvas.
b11885154,"Vonnoh, Robert William",1858,1933,None,,Pemberton S. Hutchinson.,painting,oil on canvas.
b11885051,"Vonnoh, Robert William",1858,1933,None,,Col. Alexander Biddle.,painting,oil on canvas.
b11018951,"Vonnoh, Robert William",1858,1933,None,,Self-Portrait.,painting,oil on canvas.
b13582446,"Vos, Hubert",1855,1935,None,,Richard Olney.,painting,None
b13582483,"Wadsworth, William",1798,1802,active,,William Conner.,miniature,None
b12124862,"Wagner, Maria Louisa",1815,1888,attributed to,,Millard Powers Fillmore.,miniature,ivory.
b12124850,"Wagner, Maria Louisa",1815,1888,attributed to,,Mary Abigail Fillmore.,miniature,watercolor on ivory.
b10995626,"Wagner, Maria Louisa",1815,1888,attributed to,,Mrs. Richard Varick De Witt.,miniature,watercolor on ivory.
b10994981,"Wagner, Maria Louisa",1815,1888,attributed to,,Catherine Douw Gansevoort.,miniature,watercolor on ivory.
b11461020,"Wagner, Maria Louisa",1815,1888,None,,Isaac Van Der Poel.,miniature,ivory.
b10995146,"Wagner, Maria Louisa",1815,1888,None,,Peter Gansevoort.,miniature,on ivory.
b11027782,"Wagner, Maria Louisa",1815,1888,None,,Friend Humphrey.,miniature,paper.
b10995134,"Wagner, Maria Louisa",1815,1888,None,,Mrs. Peter Gansevoort.,miniature,on ivory.
b11027794,"Wagner, Maria Louisa",1815,1888,None,,Mrs. Friend Humphrey (Julia Ann Hoyt).,miniature,ivory.
b13582562,"Waite, Emily Burling",1887,1980,None,,Tijmentje de Groot Paring Potatoes.,painting,None
b13582598,"Walcott, Henry Mills",1870,1944,None,,On the Hilltop.,painting,None
b10910992,"Walcutt, William",1819,1882,None,,Henry Clay.,painting,oil on canvas.
b10788347,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Andrew Foster.,painting,oil on canvas.
b10970265,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Samuel Reading Throckmorton.,painting,oil on canvas.
b10781018,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Harrison Durkee.,painting,None
b11255936,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mrs. Thomas Williamson (Anne McClelland McCauley Walke).,painting,oil on canvas.
b11001616,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mrs. Seth Staples (Miss Wales).,painting,oil on canvas.
b12710209,"Waldo, Samuel Lovett",1783,1861,attributed to,,Samuel F. Coolidge.,painting,oil on canvas.
b11014763,"Waldo, Samuel Lovett",1783,1861,attributed to,,Joseph Harper.,painting,oil on canvas.
b12096489,"Waldo, Samuel Lovett",1783,1861,attributed to,,Colonel Abram Duryée.,painting,"oil on canvas, rebacked."
b10713311,"Waldo, Samuel Lovett",1783,1861,attributed to,,Andrew Jackson.,painting,oil on canvas.
b13583244,"Waldo, Samuel Lovett",1783,1861,attributed to,,"Samuel W. Moore, M.D.",painting,oil on canvas.
b11980370,"Waldo, Samuel Lovett",1783,1861,attributed to,,Robert Ogden.,painting,oil on panel.
b1191435x,"Waldo, Samuel Lovett",1783,1861,attributed to,,Peter Kemble III.,painting,oil on panel.
b11909146,"Waldo, Samuel Lovett",1783,1861,attributed to,,Simon Schermerhorn.,painting,oil on canvas.
b13583220,"Waldo, Samuel Lovett",1783,1861,attributed to,,John Sedgewick Peck.,painting,None
b10899042,"Waldo, Samuel Lovett",1783,1861,attributed to,,Portrait of a Man.,painting,oil on canvas.
b12123729,"Waldo, Samuel Lovett",1783,1861,attributed to,,"Rev. William Wirt Phillips, D.D.",painting,oil on canvas.
b11905657,"Waldo, Samuel Lovett",1783,1861,attributed to,,William Wirt.,painting,oil on canvas.
b10912435,"Waldo, Samuel Lovett",1783,1861,attributed to,,Andrew Kirkpatrick.,painting,oil on canvas.
b12710179,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Samuel F. Coolidge (Ann Sanderson).,painting,oil on canvas.
b11969635,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Henry Nicholas Gage (Margaret Bradford).,painting,oil on panel.
b13583724,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Alexander Smith Palmer (Priscilla Denison Dixon).,painting,oil on canvas.
b12026323,"Waldo, Samuel Lovett",1783,1861,attributed to,,Eliza Tainter (Mrs. Rufus Lathrop Baker).,painting,oil on canvas.
b10969366,"Waldo, Samuel Lovett",1783,1861,attributed to,,Elizabeth Clarkson.,painting,oil on panel.
b11980503,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Cornelius Du Bois (Sarah Platt Ogden).,painting,oil on canvas.
b11072957,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Joseph Harper (Elizabeth Koyler).,painting,oil on canvas.
b10788426,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Peter Jay Munro (Margaret White).,painting,oil on canvas.
b12096209,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Henry Curtiss (Anne Tomlinson).,painting,oil on canvas.
b12123742,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. William Wirt Phillips (Frances Symington).,painting,None
b1358358x,"Waldo, Samuel Lovett",1783,1861,attributed to,,Mrs. Portia Charlotte Pine.,painting,oil on canvas.
b11024380,"Waldo, Samuel Lovett",1783,1861,attributed to,,Portrait of a Lady.,painting,oil on canvas.
b13583372,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Elisha Riggs.,painting,oil on panel.
b12005721,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Portrait Believed to Represent Mr. Smith.,painting,oil on canvas.
b13582987,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mr. Schermerhorn.,painting,None
b13583074,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Thomas B. Creagh.,painting,metal.
b11512866,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Presumed Portrait of Lewis Curtis.,painting,oil on panel.
b11009986,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mrs. Hugh Munro (Jane Ann Penny).,painting,oil on panel.
b1200571x,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mrs. Smith (Caroline Matilda Gerard).,painting,oil on canvas.
b13583657,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Emmaline Beebee.,painting,oil on panel.
b10788335,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mrs. Andrew Foster (Anna Ten Eyck).,painting,oil on canvas.
b13583906,"Waldo, Samuel Lovett",1783,1861,"attributed to, contributor",,Mrs. Harrison Durkee.,painting,None
b11990764,"Waldo, Samuel Lovett",1783,1861,"contributor, copy of",,Elias Boudinot.,miniature,on ivory.
b1203132x,"Waldo, Samuel Lovett",1783,1861,"contributor, copy of",,Edward Philip Livingston.,painting,oil on canvas.
b12031367,"Waldo, Samuel Lovett",1783,1861,"contributor, copy of",,Edward Philip Livingston.,painting,oil on panel.
b10912630,"Waldo, Samuel Lovett",1783,1861,contributor,,Westerlo van Rensselaer.,painting,oil on panel.
b12021672,"Waldo, Samuel Lovett",1783,1861,contributor,,Frances A. Barrett (Mrs. Luke B. French).,painting,oil on panel.
b13583943,"Waldo, Samuel Lovett",1783,1861,contributor,,"Miss Harriet White, Aged Five.",painting,oil on canvas.
b13582914,"Waldo, Samuel Lovett",1783,1861,contributor,,Elias Boudinot.,painting,oil on canvas.
b11663182,"Waldo, Samuel Lovett",1783,1861,contributor,,Elisha W. King.,painting,canvas on panel.
b13583384,"Waldo, Samuel Lovett",1783,1861,contributor,,The Reverend Gardiner Spring.,painting,None
b11512817,"Waldo, Samuel Lovett",1783,1861,contributor,,Benjamin Lewis Curtis.,painting,oil on canvas.
b1031829x,"Waldo, Samuel Lovett",1783,1861,contributor,,Anson G. Phelps.,painting,None
b11604062,"Waldo, Samuel Lovett",1783,1861,contributor,,Joseph Davis Beers.,painting,oil on canvas.
b11604165,"Waldo, Samuel Lovett",1783,1861,contributor,,Lewis Agur Curtis.,painting,oil on canvas.
b11604001,"Waldo, Samuel Lovett",1783,1861,contributor,,Daniel Lord.,painting,None
b11769294,"Waldo, Samuel Lovett",1783,1861,contributor,,Major William Willcocks.,painting,oil on canvas.
b11022553,"Waldo, Samuel Lovett",1783,1861,contributor,,James Harper.,painting,oil on canvas.
b13583499,"Waldo, Samuel Lovett",1783,1861,contributor,,Reverend Alexander McLeod.,painting,None
b11984107,"Waldo, Samuel Lovett",1783,1861,contributor,,The Rev. William Harris.,painting,oil on canvas.
b11024537,"Waldo, Samuel Lovett",1783,1861,contributor,,Anson Greene Phelps.,painting,oil on canvas.
b11008040,"Waldo, Samuel Lovett",1783,1861,contributor,,Commodore David Jewett.,painting,oil on panel.
b12033376,"Waldo, Samuel Lovett",1783,1861,contributor,,Andrew Foster.,painting,oil on canvas.
b13583438,"Waldo, Samuel Lovett",1783,1861,contributor,,Jonathan Trotter.,painting,oil on canvas.
b11993170,"Waldo, Samuel Lovett",1783,1861,contributor,,Peter Wilson.,painting,oil on panel.
b13583475,"Waldo, Samuel Lovett",1783,1861,contributor,,John Pintard.,painting,oil on panel.
b10818716,"Waldo, Samuel Lovett",1783,1861,contributor,,Old Man with a Cane.,painting,oil on panel.
b10766728,"Waldo, Samuel Lovett",1783,1861,contributor,,William Gale.,painting,oil on canvas.
b10818807,"Waldo, Samuel Lovett",1783,1861,contributor,,Amos Palmer.,painting,oil on canvas.
b10818790,"Waldo, Samuel Lovett",1783,1861,contributor,,Colonel Elisha Tracy.,painting,oil on canvas.
b10857321,"Waldo, Samuel Lovett",1783,1861,contributor,,Cornelius DuBois.,painting,oil on canvas.
b10818741,"Waldo, Samuel Lovett",1783,1861,contributor,,James Harper.,painting,oil on panel.
b12057745,"Waldo, Samuel Lovett",1783,1861,contributor,,John Pintard.,painting,oil on panel.
b12046978,"Waldo, Samuel Lovett",1783,1861,contributor,,Asahel Nettleton.,painting,oil on panel.
b12063186,"Waldo, Samuel Lovett",1783,1861,contributor,,Rodman Bowne.,painting,oil on panel.
b14004100,"Waldo, Samuel Lovett",1783,1861,contributor,,Cornelius DuBois.,painting,oil on canvas.
b1208511x,"Waldo, Samuel Lovett",1783,1861,contributor,,John Harper.,painting,oil on canvas.
b10818571,"Waldo, Samuel Lovett",1783,1861,contributor,,Ogden Edwards.,painting,oil on canvas.
b10990215,"Waldo, Samuel Lovett",1783,1861,contributor,,John Robertson.,painting,oil on panel.
b10818777,"Waldo, Samuel Lovett",1783,1861,contributor,,Joseph Wesley Harper.,painting,oil on canvas.
b11604219,"Waldo, Samuel Lovett",1783,1861,contributor,,Joseph Davis Beers.,painting,oil on panel.
b10818558,"Waldo, Samuel Lovett",1783,1861,contributor,,Daniel Low Dodge.,painting,oil on panel.
b13583505,"Waldo, Samuel Lovett",1783,1861,contributor,,Stephen Allen.,painting,oil on canvas.
b10767733,"Waldo, Samuel Lovett",1783,1861,contributor,,Harmon Hendricks.,painting,oil on panel.
b10899972,"Waldo, Samuel Lovett",1783,1861,contributor,,Moses Kimball.,painting,oil on panel.
b13583529,"Waldo, Samuel Lovett",1783,1861,contributor,,Henry Ashfield Ellis.,painting,None
b13583530,"Waldo, Samuel Lovett",1783,1861,contributor,,Samuel Willard Bridgham.,painting,oil on canvas.
b13583554,"Waldo, Samuel Lovett",1783,1861,contributor,,Samuel Riggs.,painting,oil on panel.
b11905700,"Waldo, Samuel Lovett",1783,1861,contributor,,Edward Philip Livingston.,painting,oil on panel.
b13583311,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of a Gentleman.,painting,oil on panel.
b13582926,"Waldo, Samuel Lovett",1783,1861,contributor,,"Davis Augustus Comstock, Esq.",painting,oil on panel.
b11502903,"Waldo, Samuel Lovett",1783,1861,contributor,,William Elliott.,painting,oil on canvas.
b13583025,"Waldo, Samuel Lovett",1783,1861,contributor,,Stephen Allen.,painting,None
b13583086,"Waldo, Samuel Lovett",1783,1861,contributor,,Edward Kellogg.,painting,oil on canvas.
b1096924x,"Waldo, Samuel Lovett",1783,1861,contributor,,Benjamin Green Minturn.,painting,oil on panel.
b13583116,"Waldo, Samuel Lovett",1783,1861,contributor,,Robert McCrea.,painting,None
b1358313x,"Waldo, Samuel Lovett",1783,1861,contributor,,James F. Mackie.,painting,oil on canvas.
b1180323x,"Waldo, Samuel Lovett",1783,1861,contributor,,Dr. David Hosack.,painting,oil on panel.
b11837822,"Waldo, Samuel Lovett",1783,1861,contributor,,Captain Elisha Hart.,painting,oil on panel.
b13583190,"Waldo, Samuel Lovett",1783,1861,contributor,,"James K. Bogert, Jr.",painting,oil on canvas.
b11023223,"Waldo, Samuel Lovett",1783,1861,contributor,,Harmon Pumpelly.,painting,oil on panel.
b1086197x,"Waldo, Samuel Lovett",1783,1861,contributor,,Fisher Howe.,painting,oil on panel.
b10852335,"Waldo, Samuel Lovett",1783,1861,contributor,,Charles Myrick Thurston.,painting,oil on canvas.
b10970228,"Waldo, Samuel Lovett",1783,1861,contributor,,Judge Frederick Wolcott.,painting,oil on panel.
b13583037,"Waldo, Samuel Lovett",1783,1861,contributor,,Charles King.,painting,None
b10831575,"Waldo, Samuel Lovett",1783,1861,contributor,,"The Rt. Rev. John Henry Hobart, D.D.",painting,oil on canvas (rebacked).
b10788396,"Waldo, Samuel Lovett",1783,1861,contributor,,Charles W. Wardell.,painting,oil on canvas.
b11984387,"Waldo, Samuel Lovett",1783,1861,contributor,,Judge Frederick Wolcott.,painting,"oil on canvas, wood plaster and gilt."
b11984491,"Waldo, Samuel Lovett",1783,1861,contributor,,Henry Rankin.,painting,oil on panel.
b12021623,"Waldo, Samuel Lovett",1783,1861,contributor,,John Jones.,painting,oil on panel.
b11916588,"Waldo, Samuel Lovett",1783,1861,contributor,,James Rankin.,painting,oil on panel.
b10818753,"Waldo, Samuel Lovett",1783,1861,contributor,,George Dummer.,painting,oil on panel.
b11916680,"Waldo, Samuel Lovett",1783,1861,contributor,,William Hart.,painting,oil on canvas.
b10818534,"Waldo, Samuel Lovett",1783,1861,contributor,,William Henry Sackett.,painting,oil on canvas.
b11909195,"Waldo, Samuel Lovett",1783,1861,contributor,,John Gardiner Warren.,painting,oil on canvas.
b10818704,"Waldo, Samuel Lovett",1783,1861,contributor,,John C. Morrison.,painting,oil on panel.
b13583128,"Waldo, Samuel Lovett",1783,1861,contributor,,Judge Samuel Hubbard.,painting,oil on panel.
b12717459,"Waldo, Samuel Lovett",1783,1861,contributor,,Joseph Howland.,painting,cradled panel.
b1081856x,"Waldo, Samuel Lovett",1783,1861,contributor,,Col. Townsend Weeks Burtis.,painting,oil on panel.
b13583189,"Waldo, Samuel Lovett",1783,1861,contributor,,John Van Nest.,painting,oil on canvas.
b1100745x,"Waldo, Samuel Lovett",1783,1861,contributor,,Andrew Foster.,painting,oil on panel.
b12097317,"Waldo, Samuel Lovett",1783,1861,contributor,,Dr. Gilbert Smith.,painting,oil on panel.
b12055736,"Waldo, Samuel Lovett",1783,1861,contributor,,David Johnson.,painting,oil on panel.
b13583256,"Waldo, Samuel Lovett",1783,1861,contributor,,The Reverend Edward N. Kirk.,painting,None
b1358327x,"Waldo, Samuel Lovett",1783,1861,contributor,,Cornelius DuBois.,painting,oil on panel.
b1092114x,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of a Man.,painting,oil on panel.
b13582938,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of a Man.,painting,oil on canvas.
b13582951,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait Which May Represent Seth Grosvenor.,painting,None
b11970297,"Waldo, Samuel Lovett",1783,1861,contributor,,Rufus Story.,painting,oil on canvas.
b11368573,"Waldo, Samuel Lovett",1783,1861,contributor,,Charles Grandison Finney.,painting,oil on panel.
b10781043,"Waldo, Samuel Lovett",1783,1861,contributor,,The Reverend John Brodhead Romeyn.,painting,oil on canvas.
b10899091,"Waldo, Samuel Lovett",1783,1861,contributor,,Rev. Philip Milledoler.,painting,oil on canvas.
b10272616,"Waldo, Samuel Lovett",1783,1861,contributor,,Reverend John Summerfield.,painting,None
b10788384,"Waldo, Samuel Lovett",1783,1861,contributor,,The Rev. John Brodhead Romeyn.,painting,oil on canvas.
b10852694,"Waldo, Samuel Lovett",1783,1861,contributor,,Mr. Anderson.,painting,oil on panel.
b10818728,"Waldo, Samuel Lovett",1783,1861,contributor,,William Avery.,painting,oil on canvas.
b13582872,"Waldo, Samuel Lovett",1783,1861,contributor,,Nathan Lord.,painting,None
b13582884,"Waldo, Samuel Lovett",1783,1861,contributor,,Judge David Sherman Boardman.,painting,oil on panel.
b10818686,"Waldo, Samuel Lovett",1783,1861,contributor,,James de Gray Oliver.,painting,oil on panel.
b13582811,"Waldo, Samuel Lovett",1783,1861,contributor,,William Laurence Van Zandt.,painting,oil on canvas.
b12031252,"Waldo, Samuel Lovett",1783,1861,contributor,,Ebenezer Sage.,painting,oil on canvas.
b1358263x,"Waldo, Samuel Lovett",1783,1861,contributor,,John Trumbull.,painting,oil on panel.
b13582665,"Waldo, Samuel Lovett",1783,1861,contributor,,General Matthew Clarkson.,painting,oil on panel.
b11990557,"Waldo, Samuel Lovett",1783,1861,contributor,,Stephen Allen.,painting,oil on canvas.
b10899893,"Waldo, Samuel Lovett",1783,1861,contributor,,Henry Coit.,painting,oil on panel.
b11512751,"Waldo, Samuel Lovett",1783,1861,contributor,,Lady in a Dark Blue Dress.,painting,oil on panel.
b13583712,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. James F. Mackie.,painting,oil on canvas.
b11503051,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Theodore Taylor Payne (Anna Elizabeth Cottrell).,painting,oil on panel.
b10713335,"Waldo, Samuel Lovett",1783,1861,contributor,,Mary Jackson.,painting,oil on canvas.
b10861968,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Fisher Howe (Elizabeth Leavitt).,painting,oil on panel.
b10969664,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Allen Bowie Davis (Hester Ann Wilkins).,painting,oil on panel.
b12075000,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. William Henry Sackett (Amanda Harper).,painting,oil on canvas.
b10788372,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. George Barnes (Mary Louisa Wardell).,painting,oil on canvas.
b11990168,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Townsend Weeks Burtis (Sarah Low).,painting,oil on canvas.
b1202160x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. John Jones (Susan Barrett).,painting,oil on panel.
b10860964,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Ann Fullerton.,painting,oil on panel.
b13583736,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. William Jewett (?).,painting,oil on panel.
b13583761,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. John Van Nest (Elizabeth Leper Janeway).,painting,oil on canvas.
b1205575x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. David Johnson (Laura Parmelee).,painting,oil on panel.
b13583682,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of a Lady in a Light Yellow dress.,painting,oil on scored panel.
b13583694,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of a Woman.,painting,oil on canvas.
b13583700,"Waldo, Samuel Lovett",1783,1861,contributor,,Miss Booth.,painting,None
b1151291x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Lewis Curtis (Mary Elizabeth Beers).,painting,oil on canvas.
b11022565,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. James Harper (Julia Anne Thorne).,painting,oil on canvas.
b11022607,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Philip J.A. Harper (Harriet Mead).,painting,oil on canvas.
b10899960,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Moses Kimball (Mary Langley Bruce).,painting,oil on panel.
b11989907,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. John Cummings Cheesman (Martha Matlack Hicks).,painting,oil on canvas.
b12069450,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Frederick Hill (Juliana Nicanora de Forest).,painting,oil on panel.
b13583633,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of a Lady.,painting,oil on panel.
b10818674,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. James de Gray Oliver (Sarah Wright).,painting,oil on panel.
b13583669,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. William Laurence Van Zandt (Abigail Lispenard Avery).,painting,oil on canvas.
b12097457,"Waldo, Samuel Lovett",1783,1861,contributor,,Charlotte von Weissenfels Ellery (Mme Marius Panon).,painting,oil on panel.
b10970277,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Samuel Reading Throckmorton (Susanna Throckmorton).,painting,oil on panel.
b11502964,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. William Elliott (Sophia Smith).,painting,oil on canvas.
b13583815,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Edward Kellogg (Esther Fenn Warner).,painting,oil on panel.
b10767721,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Harmon Hendricks (Frances Isaacs).,painting,oil on canvas.
b11604232,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Joseph Davis Beers (Mary Chapman).,painting,oil on canvas.
b13583840,"Waldo, Samuel Lovett",1783,1861,contributor,,Portrait of an Old Lady.,painting,oil on panel.
b13583864,"Waldo, Samuel Lovett",1783,1861,contributor,,"Mrs. James K. Bogert, Jr. (Elizabeth Benezet).",painting,oil on canvas.
b11023508,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Anson Greene Phelps (Olivia Eggleston).,painting,oil on canvas.
b13583876,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Sarah Mitchell.,painting,None
b1358389x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Nathaniel Olcott (Ann Wycoff).,painting,None
b11001562,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Cornelius DuBois (Sarah Platt Ogden).,painting,oil on panel.
b1101202x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Andrew Foster.,painting,oil on canvas.
b10788360,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Lockwood De Forest (Mehetabel Wheeler).,painting,None
b13583785,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Henry Rankin (Ann Marsh).,painting,oil on panel.
b10788359,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Imlay (Mary Hance).,painting,oil on panel.
b10788323,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Benjamin Maverick Mumford (Harriet Bowers).,painting,oil on panel.
b11984508,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Henry Rankin (Ann Marsh).,painting,oil on panel.
b10969615,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Nathan Fellows Dixon (Elizabeth Palmer).,painting,oil on canvas.
b11997990,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Samuel Packwood (Alice Ann Woodward).,painting,oil on panel.
b10818789,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Elisha Tracy (Lucy Coit Huntington).,painting,oil on canvas.
b12097512,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Abraham Redwood Ellery (Sara Charlotte Von Weissenfels).,painting,oil on canvas.
b1081873x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. James Harper.,painting,oil on panel.
b11990387,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Peter Schermerhorn (Sarah Jones).,painting,oil on canvas.
b13583888,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Nathan Lord (Mary Lathrop Nevins).,painting,None
b10990203,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. John Robertson (Catherine Munford Prentiss).,painting,oil on panel.
b10818698,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. John C. Morrison (Hilah Bergh).,painting,oil on panel.
b10818662,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Andrew Foster (Anna Ten Eyck).,painting,oil on canvas.
b1358392x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Samuel Willard Bridgham (Elizabeth Paine).,painting,oil on canvas.
b10899108,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Philip Milledoler (Margaret Steele).,painting,oil on panel.
b13583797,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Jacob Lorillard (Anna Margaretta Kunze).,painting,oil on panel.
b11909237,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. John Gardiner Warren (Anne Hude Kearny).,painting,oil on canvas.
b1358361x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Archibald Laidlie (Mary Hoffman).,painting,oil on panel.
b11910689,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Benjamin Franklin Lee (Jane Patience Laurence Riker).,painting,oil on panel.
b1205754x,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. Cornelius Penfold Berrien (Elizabeth Bruen Morris).,painting,oil on panel.
b10818765,"Waldo, Samuel Lovett",1783,1861,contributor,,Mrs. George Dummer.,painting,oil on canvas.
b11559081,"Waldo, Samuel Lovett",1783,1861,copy after,,Captain Nathaniel Brown Palmer.,painting,oil on panel.
b12710258,"Waldo, Samuel Lovett",1783,1861,"attributed to, copy of",,Samuel F. Coolidge.,painting,oil on canvas.
b11993236,"Waldo, Samuel Lovett",1783,1861,"contributor, copy of",,Elias Boudinot.,painting,oil on canvas.
b12048276,"Waldo, Samuel Lovett",1783,1861,copy of,,Copy of the  Independent Beggar  in the Boston Athenaeum.,painting,None
b11916527,"Waldo, Samuel Lovett",1783,1861,copy of,,Richard P. Hart.,painting,oil on canvas.
b11998027,"Waldo, Samuel Lovett",1783,1861,copy of,,John Jacob Astor.,painting,oil on canvas.
b10921254,"Waldo, Samuel Lovett",1783,1861,copy of,,Mrs. William Steele (Mary Dayton).,painting,oil on canvas.
b13583980,"Waldo, Samuel Lovett",1783,1861,None,,"Study for Independent Beggar, Old Pat in Boston Athenaeum.",painting,oil on panel.
b13584017,"Waldo, Samuel Lovett",1783,1861,None,,Elizabeth Quincy Smith.,miniature,oil on panel.
b13584005,"Waldo, Samuel Lovett",1783,1861,None,,Abigail Smith.,miniature,oil on panel.
b12719389,"Waldo, Samuel Lovett",1783,1861,None,,Master Rutledge.,painting,None
b12695701,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Boy.,painting,cradled panel.
b11909134,"Waldo, Samuel Lovett",1783,1861,None,,Helen Waldo (Mrs. Albert W. Sanford).,painting,oil on canvas.
b11939904,"Waldo, Samuel Lovett",1783,1861,None,,Dr. Benjamin Butler.,painting,oil on canvas
b13582902,"Waldo, Samuel Lovett",1783,1861,None,,Alexander Macomb.,painting,oil on canvas.
b11359067,"Waldo, Samuel Lovett",1783,1861,None,,William Wheeler de Forest.,painting,oil on panel.
b11605595,"Waldo, Samuel Lovett",1783,1861,None,,Charles Avery.,painting,oil on canvas.
b1358330x,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of an Unknown Gentleman.,painting,oil on canvas.
